ID,year,Antal
182,2014,0
182,2015,0
182,2016,0
182,2017,0
182,2018,0
182,2019,0
182,2020,1722
182,2021,1731
182,2022,626
182,2023,1148
183,2013,0
183,2014,0
183,2015,0
183,2016,0
183,2017,0
183,2018,0
183,2019,0
183,2020,0
183,2021,2669
183,2022,2322
183,2023,2542
184,2013,0
184,2014,0
184,2015,0
184,2016,0
184,2017,0
184,2018,0
184,2019,0
184,2020,0
184,2021,0
184,2022,2023
184,2023,999
185,2013,0
185,2014,0
185,2015,0
185,2016,0
185,2017,0
185,2018,0
185,2019,0
185,2020,0
185,2021,0
185,2022,0
185,2023,197
186,2013,0
186,2014,0
186,2015,0
186,2016,0
186,2017,0
186,2018,0
186,2019,0
186,2020,0
186,2021,0
186,2022,9
186,2023,1205
187,2013,30
187,2014,219
187,2015,79
187,2016,59
187,2017,46
187,2018,19
187,2019,23
187,2020,369
187,2021,747
187,2022,239
187,2023,79
188,2013,0
188,2014,0
188,2015,0
188,2016,0
188,2017,0
188,2018,0
188,2019,0
188,2020,0
188,2021,1
188,2022,297
188,2023,517
189,2013,0
189,2014,0
189,2015,0
189,2016,0
189,2017,0
189,2018,0
189,2019,0
189,2020,0
189,2021,0
189,2022,0
189,2023,4
190,2013,0
190,2014,0
190,2015,0
190,2016,0
190,2017,0
190,2018,0
190,2019,0
190,2020,0
190,2021,363
190,2022,1020
190,2023,1965
191,2013,0
191,2014,0
191,2015,0
191,2016,0
191,2017,0
191,2018,1
191,2019,0
191,2020,0
191,2021,0
191,2022,0
191,2023,0
192,2013,0
192,2014,0
192,2015,0
192,2016,0
192,2017,0
192,2018,0
192,2019,0
192,2020,0
192,2021,0
192,2022,0
192,2023,8
193,2013,0
193,2014,0
193,2015,0
193,2016,0
193,2017,0
193,2018,0
193,2019,0
193,2020,0
193,2021,0
193,2022,14
193,2023,0
194,2013,0
194,2014,0
194,2015,0
194,2016,0
194,2017,0
194,2018,0
194,2019,0
194,2020,0
194,2021,5
194,2022,16
194,2023,8
195,2013,0
195,2014,4
195,2015,0
195,2016,0
195,2017,0
195,2018,0
195,2019,0
195,2020,0
195,2021,0
195,2022,0
195,2023,0
196,2013,0
196,2014,0
196,2015,0
196,2016,0
196,2017,0
196,2018,0
196,2019,0
196,2020,0
196,2021,0
196,2022,0
196,2023,582
197,2013,0
197,2014,0
197,2015,0
197,2016,0
197,2017,0
197,2018,0
197,2019,0
197,2020,0
197,2021,2
197,2022,0
197,2023,2
198,2013,0
198,2014,0
198,2015,0
198,2016,0
198,2017,0
198,2018,0
198,2019,0
198,2020,0
198,2021,2
198,2022,4
198,2023,70
